Description,StockCode,UnitPrice,ProfitMargin,DiscountedPrice,DiscountPct
MONEY BOX POCKET MONEY DESIGN,22405,2.51,0.29,0.53,0.79
MONEY BOX BISCUITS DESIGN,22409,2.51,2.28,2.28,0.09
LIPSTICK PEN BABY PINK,22420,0.85,0.42,0.76,0.11
ENAMEL COLANDER CREAM,22425,10.17,7.56,9.36,0.08
CAST IRON HOOK GARDEN FORK,22458,5.06,4.53,4.71,0.07
CAST IRON HOOK GARDEN TROWEL,22459,5.06,1.16,2.13,0.58
WOODEN UNION JACK BUNTING,22499,12.72,10.54,11.96,0.06
CABIN BAG VINTAGE PAISLEY,22503,59.53,58.0,58.34,0.02
MAGIC DRAWING SLATE PURDEY,22536,0.85,0.67,0.7,0.18
FELTCRAFT HAIRBAND PINK AND BLUE,22586,1.66,0.37,1.21,0.27
CHRISTMAS RETROSPOT HEART WOOD,22602,1.66,1.33,1.38,0.17
STRAWBERRY FAIRY CAKE TEAPOT,22649,11.02,10.96,10.91,0.01
PINK BABY BUNTING,22668,5.91,0.86,4.08,0.31
FRENCH GARDEN SIGN BLUE METAL,22673,2.51,1.7,2.03,0.19
DOORMAT WELCOME TO OUR HOME,22692,7.95,6.86,7.71,0.03
POPPY'S PLAYHOUSE LIVINGROOM,22746,4.21,3.62,3.66,0.13
POPPY'S PLAYHOUSE BATHROOM,22747,4.21,1.38,1.56,0.63
LARGE YELLOW BABUSHKA NOTEBOOK,22756,2.51,0.81,0.88,0.65
BROCANTE COAT RACK,22788,20.38,16.65,18.55,0.09
WHITE BROCANTE SOAP DISH,22831,5.91,1.89,2.96,0.5
ROUND CAKE TIN VINTAGE GREEN,22841,16.13,4.33,7.74,0.52
SOAP DISH BROCANTE,22863,5.91,0.69,3.31,0.44
NUMBER TILE COTTAGE GARDEN 2,22870,4.21,3.1,3.75,0.11
NOVELTY BISCUITS CAKE STAND 3 TIER,22890,20.38,18.2,18.55,0.09
OVEN MITT APPLES DESIGN,22897,2.98,2.96,2.95,0.01
CHILDRENS APRON APPLES DESIGN,22898,4.21,2.38,2.61,0.38
CHRISTMAS METAL POSTCARD WITH BELLS,22944,16.13,13.34,14.52,0.1
DOLLY GIRL CHILDRENS EGG CUP,22977,2.51,0.56,2.18,0.13
IVORY STRING CURTAIN WITH POLE,35637A,19.53,10.25,13.87,0.29
BLUE FELT HANGING HEART W FLOWER,35916B,1.66,0.56,0.71,0.57
PINK FELT HANGING HEART W FLOWER,35916C,1.66,1.04,1.06,0.36
FOLKART CLIP ON STARS,35964,1.66,1.05,1.63,0.02
FOLKART HEART NAPKIN RINGS,35965,3.36,1.99,2.79,0.17
FOLK ART METAL STAR T-LIGHT HOLDER,35967,1.66,1.06,1.15,0.31
CERAMIC CAKE BOWL + HANGING CAKES,37450,5.91,5.87,5.85,0.01
YELLOW/PINK CERAMIC CANDLE HOLDER,37491A,3.36,1.81,2.52,0.25
SUNSET COLOUR CHUNKY KNITTED THROW,46775D,11.02,6.6,8.82,0.2
WOVEN BERRIES CUSHION COVER,46776B,4.21,1.15,1.39,0.67
TEA TIME PARTY BUNTING,47566B,8.47,0.34,4.66,0.45
TEA TIME KITCHEN APRON,47567B,12.72,8.53,8.78,0.31
BLUE HAPPY BIRTHDAY BUNTING,47590A,11.02,9.48,10.25,0.07
PINK HAPPY BIRTHDAY BUNTING,47590B,11.02,0.39,7.05,0.36
CAROUSEL DESIGN WASHBAG,47594A,4.21,3.03,3.66,0.13
LOVE HEART POCKET WARMER,70006,3.36,2.74,3.12,0.07
A4 WALL TIDY BLUE OFFICE,71496A,1.49,0.75,1.13,0.24
COLUMBIAN  CUBE CANDLE,72134,1.66,1.12,1.18,0.29
CORONA MEXICAN TRAY,79067,8.47,5.02,7.03,0.17
AREA PATROLLED METAL SIGN,82582,4.21,1.1,1.22,0.71
FANNY'S REST STOPMETAL SIGN,82599,4.21,0.85,2.4,0.43
MIDNIGHT GLAMOUR SCARF KNITTING KIT,82616C,2.51,1.61,1.93,0.23
YELLOW METAL CHICKEN HEART,84459B,3.36,2.81,2.99,0.11
PACK 20 ENGLISH ROSE PAPER NAPKINS,84520B,1.66,1.03,1.34,0.19
3D SHEET OF DOG STICKERS,84559A,1.69,1.61,1.64,0.03
3D SHEET OF CAT STICKERS,84559B,1.69,0.57,0.63,0.63
MIXED NUTS LIGHT GREEN BOWL,84596J,2.51,1.96,2.11,0.16
TALL ROCOCO CANDLE HOLDER,84609,16.98,10.63,13.92,0.18
WHITE TRAVEL ALARM CLOCK,84659A,2.51,2.37,2.38,0.05
GRASS HOPPER WOODEN WALL CLOCK,84663A,5.91,5.23,5.67,0.04
JUNGLE POPSICLES ICE LOLLY HOLDERS,84828,2.51,0.71,1.53,0.39
LARGE TAHITI BEACH BAG,84856L,11.87,1.24,7.0,0.41
HAND TOWEL PINK FLOWER AND DAISY,84915,4.21,2.6,2.74,0.35
ASSORTED COLOUR T-LIGHT HOLDER,84950,0.99,0.31,0.45,0.55
RECTANGULAR SHAPED MIRROR,84976,3.36,2.72,3.16,0.06
SET OF 3 CONEY ISLAND OVAL BOXES,85008,10.17,8.84,9.66,0.05
SET/4 BLUE FLOWER CANDLES IN BOWL,85040B,3.36,1.88,3.12,0.07
FRENCH ENAMEL CANDLEHOLDER,85053,4.21,1.7,4.0,0.05
BLACK ENCHANTED FOREST PLACEMAT,85114A,3.36,1.15,2.59,0.23
BEADED CRYSTAL HEART PINK ON STICK,85131D,0.85,0.55,0.67,0.21
SET/6 PINK BIRD T-LIGHT CANDLES,85170D,4.21,3.18,3.54,0.16
MINI PAINTED GARDEN DECORATION,85212,1.66,1.66,1.64,0.01
SET OF 6 3D KIT CARDS FOR KIDS,85227,1.66,1.45,1.49,0.1
SET/3 DECOUPAGE STACKING TINS,85232D,10.17,7.55,9.76,0.04
BLACK VINTAGE EARRINGS,90013B,4.24,3.68,4.07,0.04
GOLD M.O.P ORBIT DROP EARRINGS,90018B,4.24,0.68,2.84,0.33
GOLD M.O.P ORBIT BRACELET,90019B,5.51,0.61,3.75,0.32
NEW BAROQUE B'FLY NECKLACE GREEN,90024C,8.49,1.31,3.82,0.55
"FLOWER GLASS GARLD NECKL36""TURQUOIS",90036F,8.07,6.35,7.42,0.08
MURANO STYLE GLASS BRACELET BLACK,90040B,3.81,3.12,3.28,0.14
CRACKED GLAZE NECKLACE RED,90051,7.22,7.15,7.08,0.02
CRACKED GLAZE EARRINGS RED,90054,2.54,0.62,0.64,0.75
BLACK DIAMOND CLUSTER EARRINGS,90077,2.96,1.16,1.69,0.43
BLUE MURANO TWIST NECKLACE,90124B,10.17,3.16,4.17,0.59
OLD ROSE COMBO BEAD NECKLACE,90134,2.96,0.1,0.53,0.82
WHITE/PINK MINI CRYSTALS NECKLACE,90138,5.51,2.66,3.58,0.35
ANT COPPER TURQ BOUDICCA BRACELET,90161B,5.09,0.2,1.43,0.72
PINK & WHITE ROSEBUD RING,90166,4.24,3.35,4.11,0.03
PAIR BUTTERFLY HAIR CLIPS,90173,3.81,1.33,1.71,0.55
DROP DIAMANTE EARRINGS CRYSTAL,90177C,2.96,2.78,2.81,0.05
DROP DIAMANTE EARRINGS GREEN,90177E,2.96,2.9,2.9,0.02
AMETHYST GLASS/SHELL/PEARL NECKLACE,90181B,9.34,8.84,9.15,0.02
JADE DROP EARRINGS W FILIGREE,90192,5.09,1.67,4.48,0.12
CRYSTAL DIAMANTE STAR BROOCH,90206C,5.09,0.46,2.85,0.44
PINK ENAMEL+GLASS HAIR COMB,90209C,2.11,0.68,1.39,0.34
DIAMOND LAS VEGAS NECKLACE 45CM,90211A,5.94,2.99,3.45,0.42
"LETTER ""A"" BLING KEY RING",90214A,0.85,0.08,0.58,0.32
"LETTER ""E"" BLING KEY RING",90214E,0.85,0.49,0.49,0.42
PINK FLORAL FELTCRAFT SHOULDER BAG,20970,3.75,0.99,3.64,0.03
WHITE STITCHED CUSHION COVER,84658,6.95,5.13,5.42,0.22
PIN CUSHION BABUSHKA RED,22448,3.35,2.63,3.08,0.08
PIN CUSHION BABUSHKA BLUE,22447,3.35,0.86,2.65,0.21
PIN CUSHION BABUSHKA PINK,22446,3.35,2.23,2.61,0.22
RED RETROSPOT PURSE,20665,2.95,0.63,2.39,0.19
LADYBIRD + BEE RAFFIA FOOD COVER,21472,3.75,1.88,3.11,0.17
HOME SWEET HOME MUG,21877,1.25,1.09,1.17,0.06
CHILDRENS GARDEN GLOVES BLUE,22524,1.25,1.19,1.2,0.04
CHRYSANTHEMUM SKETCHBOOK,20765,3.75,1.21,1.72,0.54
VINTAGE UNION JACK DOORSTOP,21624,5.95,2.77,4.52,0.24
WAKE UP COCKEREL TILE COASTER,84926A,1.25,0.63,1.06,0.15
ROSE 3 WICK MORRIS BOX CANDLE,85035C,4.25,2.62,3.27,0.23
ROSE SCENT CANDLE JEWELLED DRAWER,72803A,4.25,2.8,3.15,0.26
WHITE BAMBOO RIBS LAMPSHADE,40001,0.85,0.05,0.8,0.06
FOLDING UMBRELLA CHOCOLATE POLKADOT,21709,4.95,4.25,4.85,0.02
CAKE STAND LOVEBIRD 2 TIER WHITE,22220,9.95,6.83,7.56,0.24
3 GARDENIA MORRIS BOXED CANDLES,85034A,4.25,2.85,3.53,0.17
SET/4 GARDEN ROSE DINNER CANDLE,72798C,1.65,0.62,1.24,0.25
GOLD PRINT PAPER BAG,35271S,0.19,0.19,0.19,0.0
WOODEN HAPPY BIRTHDAY GARLAND,21380,2.95,2.06,2.77,0.06
SET/4 BADGES CUTE CREATURES,21221,1.25,0.47,0.86,0.31
BLUE PAISLEY POCKET BOOK,20755,0.85,0.32,0.33,0.61
PORCELAIN ROSE LARGE,21421,1.25,0.79,1.09,0.13
PORCELAIN ROSE SMALL,21422,0.85,0.65,0.82,0.03
BAKING SET SPACEBOY DESIGN,22617,4.25,3.91,4.04,0.05
PEACE SMALL WOOD LETTERS,21364,6.75,2.5,4.32,0.36
RED RETROSPOT APRON,21042,5.95,1.77,3.75,0.37
FELTCRAFT DOLL MARIA,22272,2.95,2.39,2.45,0.17
PARTY METAL SIGN,21172,1.45,0.23,0.25,0.83
VINTAGE CREAM 3 BASKET CAKE STAND,72760B,9.95,2.98,5.97,0.4
DOORMAT RESPECTABLE HOUSE,22365,7.95,2.23,5.09,0.36
MEMO BOARD RETROSPOT  DESIGN,22507,4.95,3.82,4.21,0.15
PINK/YELLOW FLOWERS HANDBAG,62096A,1.25,0.28,0.38,0.7
CHARLIE+LOLA MY ROOM DOOR SIGN,85071D,2.55,0.76,1.58,0.38
CHRISTMAS CARD STACK OF PRESENTS,22044,0.42,0.23,0.35,0.16
SET 12 KIDS COLOUR  CHALK STICKS,21918,0.42,0.33,0.37,0.13
SPACEBOY BIRTHDAY CARD,22029,0.42,0.29,0.38,0.1
JOY LARGE WOOD LETTERS,21360,9.95,8.26,9.75,0.02
WORLD WAR 2 GLIDERS ASSTD DESIGNS,84077,0.29,0.13,0.2,0.31
ENCHANTED BIRD COATHANGER 5 HOOK,84792,4.65,1.07,2.6,0.44
CACTI T-LIGHT CANDLES,85175,0.42,0.15,0.24,0.44
HANGING BAUBLE T-LIGHT HOLDER SMALL,20893,2.1,1.21,1.32,0.37
BALLOON WATER BOMB PACK OF 35,22440,0.42,0.28,0.41,0.03
BALLOON PUMP WITH 10 BALLOONS,22434,1.95,0.81,1.21,0.38
ALPHABET STENCIL CRAFT,22564,1.25,0.93,0.95,0.24
IVORY PAPER CUP CAKE CASES,21215,0.42,0.15,0.35,0.16
PARTY INVITES WOODLAND,21058,0.85,0.23,0.62,0.27
PARTY INVITES BALLOON GIRL,21060,0.85,0.17,0.54,0.37
LOVELY BONBON STICKER SHEET,21719,0.85,0.6,0.6,0.29
ASSTD DESIGN 3D PAPER STICKERS,84826,0.85,0.48,0.73,0.14
CUTE CATS TAPE,21881,0.65,0.14,0.44,0.33
PACK OF 12 COLOURED PENCILS,22491,0.85,0.77,0.81,0.05
TOAST ITS - I LOVE YOU,21355,1.25,1.0,1.01,0.19
BANK ACCOUNT  GREETING  CARD,21518,0.42,0.03,0.09,0.78
EMPIRE BIRTHDAY CARD,22023,0.42,0.21,0.37,0.12
TEA PARTY BIRTHDAY CARD,22027,0.42,0.38,0.39,0.07
CARD CAT AND TREE,22718,0.42,0.39,0.39,0.06
CARD DOG AND BALL,22717,0.42,0.16,0.24,0.43
PENNY FARTHING BIRTHDAY CARD,22028,0.42,0.26,0.4,0.05
BLUE STRIPE CERAMIC DRAWER KNOB,21669,1.25,0.38,0.98,0.22
WHITE SPOT BLUE CERAMIC DRAWER KNOB,21673,1.25,0.83,0.88,0.3
EMBOSSED GLASS TEALIGHT HOLDER,22460,1.25,0.65,1.2,0.04
WATERING CAN GREEN DINOSAUR,22433,1.95,0.74,1.27,0.35
WATERING CAN BLUE ELEPHANT,22431,1.95,1.12,1.54,0.21
FLYING PIG WATERING CAN,84674,2.95,1.33,1.71,0.42
FRENCH BLUE METAL DOOR SIGN 1,22676,1.25,0.71,1.06,0.15
FRENCH BATHROOM SIGN BLUE METAL,22672,1.65,0.69,0.74,0.55
GLASS BELL JAR LARGE,22777,8.5,1.08,6.21,0.27
FRIDGE MAGNETS LA VIE EN ROSE,22924,0.85,0.83,0.83,0.02
BROCANTE SHELF WITH HOOKS,22832,10.75,8.01,9.14,0.15
GREEN POLKADOT BOWL,20674,1.25,0.72,1.0,0.2
PICTURE FRAME WOOD TRIPLE PORTRAIT,22170,6.75,1.21,1.82,0.73
SET3 BOOK BOX GREEN GINGHAM FLOWER,21428,4.25,0.59,3.78,0.11
ROUND CAKE TIN VINTAGE RED,22840,7.95,4.03,5.72,0.28
RETRO PLASTIC ELEPHANT TRAY,79191C,0.85,0.44,0.72,0.15
RAINBOW PEGS PHOTO CLIP STRING,47471,0.65,0.54,0.58,0.11
TEATIME PEN CASE & PENS,16046,0.85,0.61,0.64,0.25
PHOTO FRAME 3 CLASSIC HANGING,22796,9.95,7.36,7.46,0.25
3D TRADITIONAL CHRISTMAS STICKERS,22733,1.25,0.44,1.0,0.2
SEASIDE FLYING DISC,22559,1.25,1.01,1.23,0.02
PEG BAG APPLES DESIGN,22896,2.55,0.58,0.74,0.71
GREY FLORAL FELTCRAFT SHOULDER BAG,20967,3.75,1.99,3.49,0.07
SET/3 RED GINGHAM ROSE STORAGE BOX,21430,3.75,0.44,0.9,0.76
SMALL RED RETROSPOT MUG IN BOX,22070,3.75,1.44,2.7,0.28
12 PENCILS TALL TUBE RED RETROSPOT,20983,0.85,0.83,0.83,0.02
RED RETROSPOT TRADITIONAL TEAPOT,21527,7.95,4.8,6.44,0.19
DAIRY MAID  PUDDING BOWL,21538,3.75,1.45,2.66,0.29
ASSORTED CAKES FRIDGE MAGNETS,85216,0.65,0.27,0.47,0.27
FOOD CONTAINER SET 3 LOVE HEART,22131,1.95,1.53,1.58,0.19
DO NOT TOUCH MY STUFF DOOR HANGER,21163,1.45,0.57,1.01,0.3
KEEP OUT BOYS DOOR HANGER,21161,1.45,1.38,1.38,0.05
MOODY BOY  DOOR HANGER,21159,1.45,0.42,1.32,0.09
FILIGRIS HEART WITH BUTTERFLY,21390,1.25,0.66,1.11,0.11
"DECORATION HEN ON NEST, HANGING",22285,1.65,0.09,0.18,0.89
HEN HOUSE DECORATION,22284,1.65,0.58,1.01,0.39
PACK OF 12 STICKY BUNNIES,21383,0.65,0.5,0.62,0.04
MINI WOODEN HAPPY BIRTHDAY GARLAND,21381,1.69,1.41,1.44,0.15
WOOD STAMP SET BEST WISHES,22210,1.65,0.54,1.01,0.39
WOOD STAMP SET HAPPY BIRTHDAY,22209,1.65,0.76,0.82,0.5
GLAMOROUS  MUG,21872,1.25,0.25,1.12,0.1
GARDENIA 3 WICK MORRIS BOXED CANDLE,85035A,4.25,3.82,3.99,0.06
CHEST 7 DRAWER MA CAMPAGNE,22761,24.95,8.98,22.21,0.11
JUMBO BAG SPACEBOY DESIGN,22385,1.95,1.39,1.72,0.12
AIRLINE BAG VINTAGE JET SET RED,22374,4.25,2.05,2.55,0.4
COSY SLIPPER SHOES LARGE GREEN,21741,2.95,1.11,1.39,0.53
WHITE JEWELLED HEART DECORATION,85061W,0.85,0.05,0.07,0.92
CHINESE DRAGON PAPER LANTERNS,40016,0.42,0.28,0.39,0.07
MILK PAN PINK POLKADOT,22202,3.75,1.08,1.09,0.71
BOOM BOX SPEAKER BOYS,21064,5.95,2.93,4.05,0.32
SMALL PINK MAGIC CHRISTMAS TREE,84341B,0.85,0.74,0.77,0.09
SET OF 4 FAIRY CAKE PLACEMATS,84509G,3.75,2.21,3.49,0.07
RECYCLED PENCIL WITH RABBIT ERASER,16235,0.21,0.13,0.15,0.29
BLUE CALCULATOR RULER,20986,1.25,0.72,0.93,0.26
RED FLOCK LOVE HEART PHOTO FRAME,20832,0.85,0.48,0.72,0.15
SCENTED CANDLE IN DIGITALIS TIN,84846A,2.1,1.9,2.04,0.03
GROW YOUR OWN FLOWERS SET OF 3,22442,7.95,4.64,4.85,0.39
VINTAGE POST OFFICE CABINET,21769,79.95,66.77,78.35,0.02
CLEAR MILKSHAKE GLASS,20798,2.1,1.27,1.39,0.34
BIRDS MOBILE VINTAGE DESIGN,22320,5.95,5.17,5.53,0.07
DINOSAUR LUNCH BOX WITH CUTLERY,21561,2.55,0.42,1.15,0.55
CHARLIE AND LOLA TABLE TINS,85132B,9.95,7.84,8.86,0.11
CHARLIE AND LOLA FIGURES TINS,85132C,9.95,9.41,9.75,0.02
CAKE STAND WHITE TWO TIER LACE,22215,8.5,5.49,7.74,0.09
BLUE POLKADOT BOWL,20675,1.25,1.06,1.17,0.06
PINK  POLKADOT CUP,21239,0.85,0.83,0.83,0.02
PACK OF 6 SKULL PAPER CUPS,21987,0.65,0.09,0.36,0.45
PACK OF 6 SKULL PAPER PLATES,21988,0.85,0.4,0.59,0.3
PACK OF 20 SKULL PAPER NAPKINS,21989,0.85,0.58,0.78,0.08
200 BENDY SKULL STRAWS,22316,1.25,1.04,1.14,0.09
SKULLS PARTY BAG + STICKER SET,22332,1.65,1.5,1.55,0.06
STRAWBERRY HONEYCOMB  GARLAND,21206,1.65,1.08,1.11,0.33
PINK POLKADOT BOWL,20677,1.25,0.83,0.96,0.23
SET OF 6 T-LIGHTS WEDDING CAKE,22806,2.95,1.77,2.83,0.04
MINI CAKE STAND T-LIGHT HOLDER,22893,0.42,0.13,0.38,0.09
"BLACK TEA,COFFEE,SUGAR JARS",85159A,6.35,3.76,5.71,0.1
SHOE SHINE BOX,21784,9.95,1.85,8.66,0.13
BREAD BIN DINER STYLE MINT,22849,16.95,1.32,8.14,0.52
VANILLA INCENSE 40 CONES IN TIN,17090D,1.25,0.16,0.74,0.41
LAVENDER INCENSE 40 CONES IN TIN,17090A,1.25,0.37,1.12,0.1
COLUMBIAN CANDLE ROUND,72127,1.25,0.98,1.07,0.14
COLUMBIAN CANDLE RECTANGLE,72133,1.25,1.25,1.23,0.02
ZINC FINISH 15CM PLANTER POTS,84763,1.25,0.07,1.14,0.09
SILK PURSE BABUSHKA BLUE,22450,3.35,0.65,2.65,0.21
ARMY CAMO BOOKCOVER TAPE,10124G,0.42,0.37,0.38,0.1
CARROT CHARLIE+LOLA COASTER SET,84519B,2.95,0.42,2.15,0.27
MEMO BOARD COTTAGE DESIGN,22505,4.95,4.34,4.85,0.02
CHILDS GARDEN SPADE BLUE,22514,2.1,1.94,1.97,0.06
SKULLS GREETING CARD,21504,0.42,0.26,0.33,0.22
HANGING CHICK  YELLOW DECORATION,22292,1.45,0.42,1.09,0.25
SET OF 72 SKULL PAPER  DOILIES,21211,1.45,1.25,1.41,0.03
SPACEBOY GIFT WRAP,22045,0.42,0.06,0.25,0.4
BLUE GLASS CHUNKY CHARM BRACELET,90175C,8.95,1.6,5.01,0.44
BLACK+WHITE NECKLACE W TASSEL,90180A,9.95,7.61,8.66,0.13
AMBER CHUNKY GLASS+BEAD NECKLACE,90178A,11.95,5.83,5.97,0.5
GINGHAM ROSE WRAP,22986,0.42,0.2,0.23,0.45
12 PENCILS TALL TUBE POSY,20984,0.85,0.71,0.71,0.16
12 COLOURED PARTY BALLOONS,22436,0.65,0.32,0.38,0.41
PINK FLOWER CROCHET FOOD COVER,21465,3.75,3.24,3.52,0.06
FLOWER VINE RAFFIA FOOD COVER,21470,3.75,0.87,3.19,0.15
FOOD/DRINK SPONGE STICKERS,16012,0.21,0.21,0.21,0.0
PINK HEART SHAPE PHOTO FRAME,85025C,1.65,1.41,1.42,0.14
SILVER DIAMANTE PEN IN GIFT BOX,21849,4.95,4.74,4.8,0.03
BLUE JUICY FRUIT PHOTO FRAME,85124B,2.55,1.22,1.68,0.34
GREEN JUICY FRUIT PHOTO FRAME,85124C,2.55,0.27,1.84,0.28
GLITTER BUTTERFLY CLIPS,20828,2.55,0.98,2.29,0.1
VINTAGE UNION JACK MEMOBOARD,21623,9.95,5.08,5.07,0.49
WRAP PINK FAIRY CAKES,16156S,0.42,0.41,0.41,0.02
BABY BOOM RIBBONS,85049F,1.25,0.07,0.93,0.26
ENAMEL WASH BOWL CREAM,22426,3.75,0.71,0.75,0.8
DIAMANTE BOW BROOCH BLACK COLOUR,90082D,6.35,0.62,6.16,0.03
DIAMANTE BOW BROOCH GREEN COLOUR,90082A,6.35,3.1,4.19,0.34
DIAMANTE BOW BROOCH RED COLOUR,90082B,6.35,3.99,6.03,0.05
LILY BROOCH AMETHYST COLOUR,90081A,4.95,4.06,4.31,0.13
PAIR OF ENAMEL BUTTERFLY HAIRCLIP,90204,3.35,1.77,2.65,0.21
AMETHYST DIAMANTE EXPANDABLE RING,90185B,4.25,0.73,3.36,0.21
PURPLE GEMSTONE BRACELET,90195A,8.95,4.22,5.28,0.41
BLACK GEMSTONE BRACELET,90195B,8.95,6.49,6.53,0.27
PURPLE GEMSTONE NECKLACE 45CM,90196A,12.75,6.88,11.47,0.1
5 STRAND GLASS NECKLACE BLACK,90199A,6.35,1.62,2.6,0.59
AMETHYST HOOP EARRING FLORAL LEAF,90186A,2.95,0.53,0.53,0.82
HANGING BAUBLE T-LIGHT HOLDER LARGE,20894,2.95,1.79,2.66,0.1
CUT GLASS HEXAGON T-LIGHT HOLDER,85106,2.55,2.49,2.5,0.02
CLAM SHELL SMALL,21415,2.1,0.64,1.16,0.45
CLAM SHELL LARGE,21416,3.75,0.65,2.21,0.41
COCKLE SHELL DISH,21417,2.1,1.57,1.95,0.07
PARTY PIZZA DISH RED RETROSPOT,22343,0.85,0.08,0.52,0.39
SPACEBOY TV DINNER TRAY,22474,4.95,3.3,4.21,0.15
PINK TALL PORCELAIN T-LIGHT HOLDER,18097A,2.55,1.94,2.01,0.21
WHITE TALL PORCELAIN T-LIGHT HOLDER,18097C,2.55,1.7,1.91,0.25
"KEY FOB , FRONT  DOOR",21902,0.65,0.36,0.57,0.12
"KEY FOB , BACK DOOR",21901,0.65,0.17,0.26,0.6
SET OF 6 CAKE CHOPSTICKS,21948,1.25,1.16,1.19,0.05
CHRYSANTHEMUM POCKET BOOK,20759,0.85,0.64,0.77,0.1
GARDEN PATH POCKET BOOK,20760,0.85,0.69,0.78,0.08
RED DAISY POCKET BOOK,20757,0.85,0.38,0.54,0.36
FROG SOCK PUPPET,85185D,2.95,1.99,2.36,0.2
PINK HORSE SOCK PUPPET,85185B,2.95,2.76,2.8,0.05
6 ROCKET BALLOONS,22439,0.65,0.29,0.3,0.54
BLACK WINE GLASS,79164,1.65,1.34,1.47,0.11
CLASSICAL ROSE CANDLESTAND,84683,1.25,0.23,0.86,0.31
BLACK CHAMPAGNE GLASS,79163,1.65,0.83,1.15,0.3
PINK OWL SOFT TOY,22175,2.95,2.16,2.74,0.07
RED RETROSPOT PEG BAG,21155,2.1,0.7,0.73,0.65
FAIRY CAKE DESIGN UMBRELLA,15060B,3.75,0.87,1.58,0.58
"WRAP, BILLBOARD FONTS DESIGN",22985,0.42,0.16,0.34,0.19
GIFT BAG PSYCHEDELIC APPLES,22821,0.65,0.33,0.39,0.4
WRAP GREEN PEARS,22705,0.42,0.14,0.25,0.41
4 ROSE PINK DINNER CANDLES,72801C,1.25,0.68,1.21,0.03
4 SKY BLUE DINNER CANDLES,72801D,1.25,0.85,1.04,0.17
TWO DOOR CURIO CABINET,21735,12.75,12.68,12.62,0.01
PINK POLKADOT WRAP,21500,0.42,0.02,0.23,0.45
ASSORTED COLOURS SILK FAN,15036,0.75,0.2,0.44,0.42
RED RETROSPOT BUTTER DISH,21539,4.95,4.87,4.85,0.02
LOVE GARLAND PAINTED ZINC,22341,1.65,1.19,1.58,0.04
MEASURING TAPE BABUSHKA PINK,22452,2.55,1.43,2.24,0.12
VINTAGE KID DOLLY CARD,21508,0.36,0.1,0.33,0.09
BLUE POLKADOT WRAP,21499,0.34,0.29,0.32,0.05
MIRROR LOVE BIRD T-LIGHT HOLDER,84952C,1.25,0.9,1.1,0.12
BLACK LOVE BIRD T-LIGHT HOLDER,84952B,1.25,0.23,1.07,0.14
HAND OPEN SHAPE GOLD,35001G,3.39,3.09,3.15,0.07
FELT FARM ANIMAL WHITE BUNNY,22264,0.85,0.76,0.82,0.03
SNOWSTORM PHOTO FRAME FRIDGE MAGNET,22181,0.85,0.13,0.17,0.8
RED POLKADOT PUDDING BOWL,21392,2.1,2.08,2.08,0.01
BLUE POLKADOT PUDDING BOWL,21393,2.1,0.85,1.2,0.43
VINTAGE BLUE TINSEL REEL,21268,0.42,0.01,0.32,0.25
JARDIN ETCHED GLASS BUTTER DISH,85144,7.25,3.91,4.5,0.38
SPACE FROG,21025,1.25,0.67,1.04,0.17
SPACE CADET BLACK,21031,1.25,0.16,0.39,0.69
SPACE CADET RED,21030,1.25,0.35,1.2,0.04
SPACE OWL,21026,1.25,0.52,1.01,0.19
SPACE CADET WHITE,21032,1.25,0.57,1.01,0.19
WOODLAND DESIGN  COTTON TOTE BAG,21578,2.25,1.03,1.73,0.23
TOAST ITS - DINOSAUR,21357,1.25,0.63,1.11,0.11
GARDEN PATH SKETCHBOOK,20766,3.75,2.04,3.56,0.05
BLUE POLKADOT COFFEE MUG,21399,2.1,0.14,0.44,0.79
MONSTERS STENCIL CRAFT,22562,1.25,1.04,1.17,0.06
CITRONELLA CANDLE GARDEN POT,21714,1.25,0.92,1.11,0.11
FUNKY WASHING UP GLOVES ASSORTED,20751,2.1,1.7,1.99,0.05
CHILDS BREAKFAST SET CIRCUS PARADE,22636,8.5,4.18,4.85,0.43
WOODLAND STORAGE BOX SMALL,21426,2.1,0.78,2.04,0.03
SKULLS  DESIGN  COTTON TOTE BAG,21581,2.25,1.92,1.91,0.15
FLOWER BURST SILVER RING CRYSTAL,90002D,3.75,1.66,2.77,0.26
"KEY FOB , SHED",21900,0.65,0.16,0.31,0.52
BOTANICAL LAVENDER BIRTHDAY CARD,22031,0.42,0.29,0.34,0.2
KIDS RAIN MAC BLUE,21788,0.85,0.61,0.77,0.09
MONEY BOX CONFECTIONERY DESIGN,22408,1.25,0.31,0.44,0.65
MONEY BOX KINGS CHOICE DESIGN,22406,1.25,0.23,0.25,0.8
WEEKEND BAG VINTAGE ROSE PAISLEY,22275,7.65,4.04,6.2,0.19
CHRISTMAS CARD SINGING ANGEL,22042,0.42,0.03,0.41,0.03
PAPER BUNTING VINTAGE PAISLEY,22089,2.95,0.62,0.86,0.71
CREAM SWEETHEART MINI CHEST,85066,12.75,4.89,8.92,0.3
SILVER FISHING GNOME,21129,6.95,3.98,4.87,0.3
PARTY INVITES DINOSAURS,21059,0.85,0.23,0.3,0.65
NUMBER TILE COTTAGE GARDEN 9,22877,1.95,0.37,1.85,0.05
NUMBER TILE COTTAGE GARDEN 1,22869,1.95,0.74,1.01,0.48
